Site ID,DBN,Site Name,Site Street Address,Site Zip Code,Address,ECERS Most Recent Assessment Year,ECERS Observation Average Score
QAPU,29Q700,XCEL TINY TOTS INC.,113-15 SPRINGFIELD BLVD,11429,113-15 SPRINGFIELD BLVD 11429,FY15,3.7
QBII,29Q700,ACADEMY OF EXCELLENCE BELL PARK 7,178-36 WEXFORD TERRACE,11432,178-36 WEXFORD TERRACE 11432,FY15,3.8
MAXF,05M700,ADDIE MAE COLLINS 1,110 EAST 129TH STREET,10035,110 EAST 129TH STREET 10035,FY13,3.8
KBEP,15K700,BCA DAY CARE CENTER,713 43RD STREET,11232,713 43RD STREET 11232,FY14,3.8
MAVB,03M700,BLOOMINGDALE FAMILY PROGRAM III,987 COLUMBUS AVENUE,10025,987 COLUMBUS AVENUE 10025,FY14,3.8
KBTB,19K700,BRIGHTSIDE ACADEMY - BARBEY,683 BARBEY STREET,11207,683 BARBEY STREET 11207,FY14,3.8
KBTC,23K700,BRIGHTSIDE ACADEMY - BELMONT,50 BELMONT AVENUE,11212,50 BELMONT AVENUE 11212,FY14,3.8
K705,17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,443 ST MARKS AVENUE,11238,443 ST MARKS AVENUE 11238,FY13,3.8
KCGR,15K700,BROOKLYN CHINESE AMERICAN ASSOCIATION,4116 8TH AVENUE,11232,4116 8TH AVENUE 11232,FY15,3.8
XAQG,12X700,CARDINAL MCCLOSKEY SERVICES - GROUP CHILD LEARNING CENTER,899 EAST 180TH STREET,10460,899 EAST 180TH STREET 10460,FY13,3.8
MBHH,02M700,CENTER ANNEX (TIBECA EARLY CHILDHOOD CENTER),21 ST. JOHN'S LANE,10013,21 ST. JOHN'S LANE 10013,FY15,3.8
M964,04M964,CENTRAL PARK EAST II,19 EAST 103 STREET,10029,19 EAST 103 STREET 10029,FY13,3.8
MAUM,02M700,CHUNG PAK DAY CARE CENTER,"125 WALKER STREET, 3RD FLOOR",10013,"125 WALKER STREET, 3RD FLOOR 10013",FY14,3.8
KBDC,19K700,CYPRESS HILLS CCC,108 PINE STREET,11208,108 PINE STREET 11208,FY14,3.8
XAKO,07X700,EPISCOPAL SOCIAL SERVICES HEAD START (PAUL'S HOUSE),500 BERGEN AVENUE,10455,500 BERGEN AVENUE 10455,FY14,3.8
X314,12X314,FAIRMONT NEIGHBORHOOD SCHOOL,1550 VYSE AVENUE,10460,1550 VYSE AVENUE 10460,FY13,3.8
MAVX,04M700,FRANKLIN PLAZA,2081 SECOND AVENUE,10029,2081 SECOND AVENUE 10029,FY15,3.8
KCHN,22K700,FRIENDS OF CROWN HEIGHTS,2805 NEWKIRK AVENUE,11226,2805 NEWKIRK AVENUE 11226,FY15,3.8
KBPQ,20K700,GENERATION 21DAY CARE,6709 19TH AVENUE,11204,6709 19TH AVENUE 11204,FY14,3.8
KBQY,17K700,GET SET KINDERGARTEN SCHOOL SITE - SNYDER,2301 SNYDER AVENUE,11226,2301 SNYDER AVENUE 11226,FY13,3.8
KCIO,17K700,HONEYDEW DROP PLAYHOUSE,1113 CHURCH AVENUE,11218,1113 CHURCH AVENUE 11218,FY15,3.8
KBWH,14K700,JONATHAN WILLIAMS,321 ROEBLING STREET,11211,321 ROEBLING STREET 11211,FY14,3.8
XASK,07X700,LITTLE HAVEN @ MOTT HAVEN ACADEMY,170 BROWN PLACE,10454,170 BROWN PLACE 10454,FY15,3.8
MARH,05M700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 13,218 WEST 147TH STREET,10039,218 WEST 147TH STREET 10039,FY14,3.8
MBBI,06M700,MANHATTAN EARLY CHILDHOOD CENTER,554 FT. WASHINGTON AVENUE,10033,554 FT. WASHINGTON AVENUE 10033,FY13,3.8
XAGF,08X700,MANIDA (CENTER #1),711 MANIDA STREET,10474,711 MANIDA STREET 10474,FY14,3.8
KBDT,17K700,MARY BOBB LEARNING ACADEMY,1187 NOSTRAND AVE,11225,1187 NOSTRAND AVE 11225,FY15,3.8
KBNR,16K700,MARY MCLEOD BETHUNE CHILD DEVELOPMENT CENTER,360 PULASKI STREET,11206,360 PULASKI STREET 11206,FY15,3.8
XALZ,09X700,MID BRONX SENIOR CITIZEN CENTER,100 EAST MOUNT EDEN AVENUE,10452,100 EAST MOUNT EDEN AVENUE 10452,FY14,3.8
QBJE,26Q700,MORNING STAR PRESCHOOL,47-24 BELL BOULEVARD,11361,47-24 BELL BOULEVARD 11361,FY15,3.8
XAMQ,10X700,MOSHOLU MONTEFIORE - VAN CORTLANDT CBECC,3880 SEDGWICK AVENUE,10463,3880 SEDGWICK AVENUE 10463,FY14,3.8
QBJJ,27Q700,NORTH SIDE SCHOOL,85-27 91ST STREET,11421,85-27 91ST STREET 11421,FY15,3.8
KBVD,14K700,NUESTROS NINOS DCC III,161 SOUTH 3RD STREET,11211,161 SOUTH 3RD STREET 11211,FY14,3.8
K024,15K024,P.S. 024,427 38 STREET,11232,427 38 STREET 11232,FY15,3.8
M051,02M051,P.S. 051 ELIAS HOWE,525 WEST 44TH STREET,10036,525 WEST 44TH STREET 10036,FY14,3.8
Q052,29Q052,P.S. 052 QUEENS,178-37 146 TERRACE,11434,178-37 146 TERRACE 11434,FY13,3.8
R054,31R054,P.S. 054 CHARLES W. LENG,1060 WILLOWBROOK ROAD,10314,1060 WILLOWBROOK ROAD 10314,FY13,3.8
X058,09X058,P.S. 058,459 EAST 176 STREET,10457,459 EAST 176 STREET 10457,FY15,3.8
K058,15K058,P.S. 058 THE CARROLL,330 SMITH STREET,11231,330 SMITH STREET 11231,FY13,3.8
R069,31R069,P.S. 069 DANIEL D. TOMPKINS,144 KEATING PLACE,10314,144 KEATING PLACE 10314,FY15,3.8
Q084,30Q084,P.S. 084 STEINWAY,22-45 41 STREET,11105,22-45 41 STREET 11105,FY13,3.8
M116,02M116,P.S. 116 MARY LINDLEY MURRAY,210 EAST 33 STREET,10016,210 EAST 33 STREET 10016,FY15,3.8
K119,22K119,P.S. 119 AMERSFORT,3829 AVENUE K,11210,3829 AVENUE K 11210,FY15,3.8
M126,02M126,P.S. 126 JACOB AUGUST RIIS,80 CATHERINE STREET,10038,80 CATHERINE STREET 10038,FY15,3.8
M173,06M173,P.S. 173,306 FORT WASHINGTON AVENUE,10033,306 FORT WASHINGTON AVENUE 10033,FY15,3.8
Q251,29Q251,P.S. 251 QUEENS,144-51 ARTHUR STREET,11413,144-51 ARTHUR STREET 11413,FY15,3.8
K279,18K279,P.S. 279 HERMAN SCHREIBER,1070 EAST 104 STREET,11236,1070 EAST 104 STREET 11236,FY15,3.8
M038,04M038,P.S. 38 ROBERTO CLEMENTE,232 EAST 103 STREET,10029,232 EAST 103 STREET 10029,FY13,3.8
R056,31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,250 KRAMER AVENUE,10309,250 KRAMER AVENUE 10309,FY13,3.8
X140,08X140,P.S. X140 THE EAGLE SCHOOL,916 EAGLE AVENUE,10456,916 EAGLE AVENUE 10456,FY13,3.8
K155,23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,1355 HERKIMER STREET,11233,1355 HERKIMER STREET 11233,FY15,3.8
Q042,27Q042,P.S./M.S 042 R. VERNAM,488 BEACH 66 STREET,11692,488 BEACH 66 STREET 11692,FY13,3.8
KBNV,16K700,PARK PLACE DAY CARE CENTER,963 PARK PLACE,11213,963 PARK PLACE 11213,FY15,3.8
KAIN,17K700,PHYL'S ACADEMY,3520 TILDEN AVENUE,11203,3520 TILDEN AVENUE 11203,FY14,3.8
QARX,24Q700,REDEEMER LUTHERAN SCHOOL,6926 COOPER AVENUE,11385,6926 COOPER AVENUE 11385,FY13,3.8
XARJ,11X700,SANTA MARIA SCHOOL,1651 ZEREGA AVENUE,10462,1651 ZEREGA AVENUE 10462,FY15,3.8
KBJL,23K700,SARATOGA - MORRIS KOPPELMAN CENTER,774 SARATOGA AVENUE,11212,774 SARATOGA AVENUE 11212,FY14,3.8
KBJZ,23K700,SARATOGA II,69 SARATOGA Saratoga AVENUE,11233,69 SARATOGA Saratoga AVENUE 11233,FY14,3.8
MASV,04M700,SCAN LAGUARDIA HOUSE NURSERY,414-416 EAST 105TH STREET,10029,414-416 EAST 105TH STREET 10029,FY14,3.8
MAPG,05M700,SHELTERING ARMS LEARNING CENTER,2493 ADAM CLAYTON POWELL BLVD,10030,2493 ADAM CLAYTON POWELL BLVD 10030,FY14,3.8
KAZM,15K700,ST. FRANCIS XAVIER,763 PRESIDENT STREET,11215,763 PRESIDENT STREET 11215,FY13,3.8
MAOM,05M700,THE CHILDREN'S AID SOCIETY DREW HAMILTON EARLY CHILDHOOD CENTER,2672 FREDERICK DOUGLASS BLVD,10030,2672 FREDERICK DOUGLASS BLVD 10030,FY14,3.8
MATB,04M700,THE CHILDREN'S AID SOCIETY TAFT EARLY CHILDHOOD CENTER,1724-26 MADISON AVENUE,10029,1724-26 MADISON AVENUE 10029,FY14,3.8
KCJG,18K700,THE COCONUT GROVE CHILDHOOD EDUCATION CENTER,9522 AVENUE A,11236,9522 AVENUE A 11236,FY15,3.8
XANC,07X700,"THE SALVATION ARMY, BRONX CITADEL",425 E 159TH ST,10451,425 E 159TH ST 10451,FY15,3.8
KBSD,32K700,"THE SALVATION ARMY, BUSHWICK",1151 BUSHWICK AVE,11221,1151 BUSHWICK AVE 11221,FY15,3.8
XAVW,11X700,"UNITY NEIGHBORHOOD CENTER, INC.",1339 E GUN HILL RD,10469,1339 E GUN HILL RD 10469,FY15,3.8
KAXU,19K700,UNIVERSITY SETTLEMENT CHILDREN'S CORNER,565 LIVONIA AVENUE,11207,565 LIVONIA AVENUE 11207,FY15,3.8
KBDA,19K700,URBAN STRATEGIES 1,1091 SUTTER AVENUE,11208,1091 SUTTER AVENUE 11208,FY14,3.8
XAKJ,11X700,WAKE-EDEN CHRISTIAN ACADEMY,2074 STRANG AVE.,10466,2074 STRANG AVE. 10466,FY15,3.8
KATR,21K700,WARBASSE NURSERY SCHOOL,2785 WEST 5TH STREET,11224,2785 WEST 5TH STREET 11224,FY14,3.8
KCIQ,22K700,WIZARD OF OZ DAY CARE LLC,622 FOSTER AVENUE,11230,622 FOSTER AVENUE 11230,FY15,3.8
KBOB,17K700,196 ALBANY AVENUE DCC,196 ALBANY AVENUE,11213,196 ALBANY AVENUE 11213,FY14,3.9
QANS,29Q700,"A TO Z CENTER TOO, INC.",220-24 JAMAICA AVENUE,11428,220-24 JAMAICA AVENUE 11428,FY14,3.9
KBMP,15K700,BAY RIDGE CHILD CARE CENTER,314- 44TH STREET,11220,314- 44TH STREET 11220,FY14,3.9
KBNJ,16K700,BEDFORD STUYVESANT ECDC 260,260 JEFFERSON AVENUE,11216,260 JEFFERSON AVENUE 11216,FY15,3.9
KBNL,16K700,BEDFORD STUYVESANT ECDC 265,813 HANCOCK STREET,11233,813 HANCOCK STREET 11233,FY13,3.9
QAAB,28Q700,BETH GAVRIEL/SHA'AREI ZION OHEL BRACHA,7524 GRAND CENTRAL PARKWAY,11375,7524 GRAND CENTRAL PARKWAY 11375,FY15,3.9
QATQ,24Q700,BETTER COMMUNITY LIFE DCC 2,13316 ROOSEVELT AVENUE,11354,13316 ROOSEVELT AVENUE 11354,FY13,3.9
QAXD,29Q700,"BLANCHE COMMUNITY PROGRESS DAY CARE CENTER, INC.",10960 202ND STREET,11412,10960 202ND STREET 11412,FY14,3.9
XAJG,12X700,BRIGHTSIDE ACADEMY - SOUTHERN,1093 SOUTHERN BOULEVARD,10459,1093 SOUTHERN BOULEVARD 10459,FY14,3.9
KBUJ,15K700,BROOKLYN CHINESE AMERICAN ASSOCIATION - BAY RIDGE DCC,4202 8TH AVENUE,11232,4202 8TH AVENUE 11232,FY15,3.9
RACS,31R700,CHILDREN'S AID SOCIETY RICHMOND EARLY LEARNING CENTER,159 BROADWAY,10310,159 BROADWAY 10310,FY14,3.9
QAXF,29Q700,COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT,193-04 JAMAICA AVENUE,11423,193-04 JAMAICA AVENUE 11423,FY14,3.9
MASN,04M700,COMMUNITY LIFE CENTER 1,221 EAST 122 STREET,10035,221 EAST 122 STREET 10035,FY14,3.9
KCIA,17K700,EFFIE B.S EARLY CHILDHOOD DEVELOPMENT CENTER CORP.,1171 EASTERN PARKWAY,11213,1171 EASTERN PARKWAY 11213,FY15,3.9
MAPD,05M700,ESS MORNINGSIDE,2967 FREDERICK DOUGLAS BOULEVARD,10039,2967 FREDERICK DOUGLAS BOULEVARD 10039,FY14,3.9
KBJS,17K700,FRIENDS OF CROWN HEIGHTS 10,1491 BEDFORD AVENUE,11216,1491 BEDFORD AVENUE 11216,FY14,3.9
KBKK,16K700,FRIENDS OF CROWN HEIGHTS 29,1435 PROSPECT PLACE,11213,1435 PROSPECT PLACE 11213,FY14,3.9
MASH,06M700,FRIENDS OF CROWN HEIGHTS DCC #28,3732 10TH AVENUE,10034,3732 10TH AVENUE 10034,FY14,3.9
XARC,08X700,FULTON (CENTER #4),1717 FULTON AVENUE,10457,1717 FULTON AVENUE 10457,FY15,3.9
MARD,05M700,GRANT DAY CARE CENTER,1299 AMSTERDAM AVENUE,10027,1299 AMSTERDAM AVENUE 10027,FY14,3.9
QATV,25Q700,HAPPY DRAGON PRESCHOOL,14330 CHERRY AVENUE,11355,14330 CHERRY AVENUE 11355,FY15,3.9
XAIN,09X700,HIGHBRIDGE ADVISORY COUNCIL DAY CARE CENTER (NELSON AVENUE),1181 NELSON AVENUE,10452,1181 NELSON AVENUE 10452,FY14,3.9
QABS,27Q700,HOLY CHILD JESUS SCHOOL,11102 86TH AVENUE,11418,11102 86TH AVENUE 11418,FY13,3.9
QAQC,27Q700,HOWARD BEACH JUDEA CENTER,16205 90TH STREET,11414,16205 90TH STREET 11414,FY13,3.9
MASL,02M700,HUDSON GUILD CHILDREN'S CENTER I,441 WEST 26TH STREET,10001,441 WEST 26TH STREET 10001,FY14,3.9
MANH,02M700,IMAGINE EARLY LEARNING CENTER @ EAST 97TH STREET,60 E 97TH STREET,10029,60 E 97TH STREET 10029,FY13,3.9
KBRB,22K700,INFINITY UPK,1972 EAST 34TH STREET,11234,1972 EAST 34TH STREET 11234,FY13,3.9
KCIW,20K700,IP KIDS MONTESSORI,850 50TH STREET,11220,850 50TH STREET 11220,FY15,3.9
RAFP,31R700,JEWISH COMMUNITY CENTER OF STATEN ISLAND,1297 ARTHUR KILL ROAD,10312,1297 ARTHUR KILL ROAD 10312,FY14,3.9
KBOX,18K700,JOHN F. KENNEDY ECDC,10315 FARRAGUT ROAD,11236,10315 FARRAGUT ROAD 11236,FY14,3.9
KBMJ,14K700,JOHN ORAVECZ ECDC,176 JAVA ST,11222,176 JAVA ST 11222,FY15,3.9
QAYP,30Q700,KID KRAZY @ 21ST AVENUE,2125 21 AVENUE,11105,2125 21 AVENUE 11105,FY15,3.9
MAUQ,02M700,LIGHTHOUSE CDC,111 EAST 59TH STREET,10022,111 EAST 59TH STREET 10022,FY14,3.9
XAFG,11X700,LITTLE STARS 3,1420 BURKE AVENUE,10469,1420 BURKE AVENUE 10469,FY13,3.9
XAGX,08X700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 6,2125 WATSON AVENUE,10472,2125 WATSON AVENUE 10472,FY14,3.9
XARG,10X700,MONSIGNOR BOYLE,3044 HULL AVENUE,10467,3044 HULL AVENUE 10467,FY15,3.9
KBVC,14K700,NUESTROS NINOS DCC I,384 SOUTH 4TH STREET,11211,384 SOUTH 4TH STREET 11211,FY13,3.9
K003,13K003,P.S. 003 THE BEDFORD VILLAGE,50 JEFFERSON AVENUE,11216,50 JEFFERSON AVENUE 11216,FY15,3.9
K018,14K018,P.S. 018 EDWARD BUSH,101 MAUJER STREET,11206,101 MAUJER STREET 11206,FY13,3.9
Q021,25Q021,P.S. 021 EDWARD HART,147-36 26 AVENUE,11354,147-36 26 AVENUE 11354,FY13,3.9
K040,16K040,P.S. 040 GEORGE W. CARVER,265 RALPH AVENUE,11233,265 RALPH AVENUE 11233,FY13,3.9
Q045,27Q045,P.S. 045 CLARENCE WITHERSPOON,126-28 150 STREET,11436,126-28 150 STREET 11436,FY15,3.9
X051,10X051,P.S. 051 BRONX NEW SCHOOL,695 EAST 182ND STREET,10457,695 EAST 182ND STREET 10457,FY15,3.9
X053,09X053,P.S. 053 BASHEER QUISIM,360 EAST 168 STREET,10456,360 EAST 168 STREET 10456,FY13,3.9
K056,13K056,P.S. 056 LEWIS H. LATIMER,170 GATES AVENUE,11238,170 GATES AVENUE 11238,FY15,3.9
K059,14K059,P.S. 059 WILLIAM FLOYD,211 THROOP AVENUE,11206,211 THROOP AVENUE 11206,FY13,3.9
K067,13K067,P.S. 067 CHARLES A. DORSEY,51 SAINT EDWARDS STREET,11205,51 SAINT EDWARDS STREET 11205,FY15,3.9
M084,03M084,P.S. 084 LILLIAN WEBER,32 WEST 92 STREET,10025,32 WEST 92 STREET 10025,FY13,3.9
X089,11X089,P.S. 089 BRONX,980 MACE AVENUE,10469,980 MACE AVENUE 10469,FY13,3.9
K100,21K100,P.S. 100 THE CONEY ISLAND SCHOOL,2951 WEST 3 STREET,11224,2951 WEST 3 STREET 11224,FY13,3.9
R011,31R011,P.S. 11 THOMAS DONGAN SCHOOL,50 JEFFERSON STREET,10304,50 JEFFERSON STREET 10304,FY15,3.9
K114,18K114,P.S. 114 RYDER ELEMENTARY,1077 REMSEN AVENUE,11236,1077 REMSEN AVENUE 11236,FY15,3.9
Q120,25Q120,P.S. 120 QUEENS,58-01 136 STREET,11355,58-01 136 STREET 11355,FY15,3.9
M142,01M142,P.S. 142 AMALIA CASTRO,100 ATTORNEY STREET,10002,100 ATTORNEY STREET 10002,FY13,3.9
Q214,25Q214,P.S. 214 CADWALLADER COLDEN,31-15 140 STREET,11354,31-15 140 STREET 11354,FY13,3.9
K230,15K230,P.S. 230 DORIS L. COHEN,1 ALBEMARLE ROAD,11218,1 ALBEMARLE ROAD 11218,FY15,3.9
K250,14K250,P.S. 250 GEORGE H. LINDSAY,108 MONTROSE AVENUE,11206,108 MONTROSE AVENUE 11206,FY13,3.9
K297,14K297,P.S. 297 ABRAHAM STOCKTON,700 PARK AVENUE,11206,700 PARK AVENUE 11206,FY15,3.9
X005,07X005,P.S. 5 PORT MORRIS,564 JACKSON AVENUE,10455,564 JACKSON AVENUE 10455,FY15,3.9
XANF,07X700,PAMELA C. TORRES DAYCARE CENTER,161 SAINT ANNS AVENUE,10454,161 SAINT ANNS AVENUE 10454,FY15,3.9
KBXS,17K700,"ROGER DAY CARE, INC.",775 ROGERS AVENUE,11226,775 ROGERS AVENUE 11226,FY15,3.9
KBBL,19K700,SAINT PETER'S PRESCHOOL,109 HIGHLAND PLACE,11208,109 HIGHLAND PLACE 11208,FY15,3.9
KBPY,20K700,SMART START EARLY CHILDHOOD CENTER,8411 FORT HAMILTON PARKWAY,11209,8411 FORT HAMILTON PARKWAY 11209,FY13,3.9
QAVU,29Q700,"ST. ALBANS MONTESSORI DAY CARE CENTER, INC.",118-49 MONTAUK STREET,11412,118-49 MONTAUK STREET 11412,FY15,3.9
QBGL,24Q700,"STAR PARADISE, INC.",8655 BROADWAY  2ND FLOOR,11373,8655 BROADWAY  2ND FLOOR 11373,FY14,3.9
R861,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,280 REGIS DRIVE,10314,280 REGIS DRIVE 10314,FY15,3.9
Q135,29Q135,THE BELLAIRE SCHOOL,207-11 89 AVENUE,11427,207-11 89 AVENUE 11427,FY15,3.9
QAUS,26Q700,THE LUTHERAN SCHOOLS OF FLUSHING AND BAYSIDE,3601 BELL BOULEVARD,11361,3601 BELL BOULEVARD 11361,FY15,3.9
XASH,10X700,TOLENTINE ZEISER COMMUNITY LIFE CENTER,2340 ANDREWS AVENUE,10468,2340 ANDREWS AVENUE 10468,FY15,3.9
KBPK,19K700,UNITED COMMUNITY DCC,613 NEW LOTS AVENUE,11207,613 NEW LOTS AVENUE 11207,FY14,3.9
MANM,05M700,WEST HARLEM EARLYLEARN,121 WEST 128TH STREET,10027,121 WEST 128TH STREET 10027,FY14,3.9
KBYC,21K700,YWCA-NYC ROBERTA BRIGHT EARLY LEARNING CENTER,3001 W 37TH STREET,11224,3001 W 37TH STREET 11224,FY14,3.9
XAXC,09X700,3490 READY SET LEARN,3490 THIRD AVENUE,10456,3490 THIRD AVENUE 10456,FY15,4
QAYL,30Q700,82ND STREET ACADEMICS,8110 35TH AVENUE,11372,8110 35TH AVENUE 11372,FY15,4
MAXD,05M700,ABYSSINIAN DEVELOPMENT CORP 1,129 WEST 138TH STREET,10030,129 WEST 138TH STREET 10030,FY13,4
KBKP,17K700,ALL MY CHILDREN # 11,317 ROGERS AVENUE,11225,317 ROGERS AVENUE 11225,FY14,4
KBJH,17K700,ALL MY CHILDREN DAY CARE 10,420 LEFFERTS AVENUE,11225,420 LEFFERTS AVENUE 11225,FY14,4
KCIE,20K700,BNOS CHAYA,4511 14TH AVENUE,11219,4511 14TH AVENUE 11219,FY15,4
QBHS,28Q700,BRIGHT KIDS DAY CARE,108-42 SUTPHIN BOULEVARD,11435,108-42 SUTPHIN BOULEVARD 11435,FY15,4
MBGQ,02M700,CCLC AT 4 NY PLAZA,4 NEWYORK PLAZA SUITE 104,10004,4 NEWYORK PLAZA SUITE 104 10004,FY15,4
XAAX,09X700,CHRIST THE KING SCHOOL,1345 GRAND CONCOURSE,10452,1345 GRAND CONCOURSE 10452,FY14,4
KCJF,18K700,CLARKSON EARLY CHILDHOOD CENTER,8801 GLENWOOD RD,11236,8801 GLENWOOD RD 11236,FY15,4
KBLJ,17K700,"COMMUNITY PARENTS, INC.",60 EAST 93RD STREET,11212,60 EAST 93RD STREET 11212,FY15,4
X189,11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,3441 STEENWICK AVENUE,10475,3441 STEENWICK AVENUE 10475,FY13,4
KBKU,19K700,FRIENDS OF CROWN HEIGHTS 15,2505 PITKIN AVENUE,11208,2505 PITKIN AVENUE 11208,FY14,4
KBKC,19K700,FRIENDS OF CROWN HEIGHTS 16,668 LOGAN STREET,11208,668 LOGAN STREET 11208,FY14,4
KBJR,19K700,FRIENDS OF CROWN HEIGHTS 19,370 NEW LOTS AVENUE,11207,370 NEW LOTS AVENUE 11207,FY14,4
KASR,22K700,GLENNWOOD AVENUE HEAD START,3017 GLENWOOD ROAD,11210,3017 GLENWOOD ROAD 11210,FY13,4
KBAI,20K700,GUILD FOR EXCEPTIONAL CHILDREN,1273 57 STREET,11219,1273 57 STREET 11219,FY15,4
QAVH,27Q700,HAMMEL CCC,82-10 ROCKAWAY BEACH BLVD,11693,82-10 ROCKAWAY BEACH BLVD 11693,FY15,4
MAXZ,01M700,HENRY STREET SETTLEMENT DAY CARE,301 HENRY STREET,10002,301 HENRY STREET 10002,FY13,4
QASD,26Q700,IMMANUEL GENIUS,"213-03 NORTHERN BOULEVARD, 3FL.",11361,"213-03 NORTHERN BOULEVARD, 3FL. 11361",FY15,4
XAUW,12X700,KENNEDY CHILD CARE STUDY CENTER,1028 EAST 179TH STREET,10460,1028 EAST 179TH STREET 10460,FY14,4
RAHA,31R700,LEMON TREE,341 ELVIN STREET,10314,341 ELVIN STREET 10314,FY15,4
XAHS,11X700,"LITTLE STARS TOO, INC.",1083 ALLERTON AVENUE,10469,1083 ALLERTON AVENUE 10469,FY13,4
XAID,09X700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 1,80 EAST 181 STREET,10453,80 EAST 181 STREET 10453,FY14,4
R009,31R009,NAPLES STREET ELEMENTARY SCHOOL,1055 TARGEE STREET,10304,1055 TARGEE STREET 10304,FY14,4
KAZJ,14K700,NEW YORK LEAGUE FOR EARLY LEARNING,725 LEONARD STREET,11222,725 LEONARD STREET 11222,FY13,4
M001,02M001,P.S. 001 ALFRED E. SMITH,8 HENRY STREET,10038,8 HENRY STREET 10038,FY13,4
K001,15K001,P.S. 001 THE BERGEN,309 47 STREET,11220,309 47 STREET 11220,FY13,4
Q035,29Q035,P.S. 035 NATHANIEL WOODHULL,191-02 90 AVENUE,11423,191-02 90 AVENUE 11423,FY13,4
X055,09X055,P.S. 055 BENJAMIN FRANKLIN,450 SAINT PAUL'S PLACE,10456,450 SAINT PAUL'S PLACE 10456,FY15,4
X078,11X078,P.S. 078 ANNE HUTCHINSON,1400 NEEDHAM AVENUE,10469,1400 NEEDHAM AVENUE 10469,FY15,4
K106,32K106,P.S. 106 EDWARD EVERETT HALE,1328 PUTNAM AVENUE,11221,1328 PUTNAM AVENUE 11221,FY13,4
M128,06M128,P.S. 128 AUDUBON,560 WEST 169 STREET,10032,560 WEST 169 STREET 10032,FY13,4
Q133,26Q133,P.S. 133 QUEENS,248-05 86 AVENUE,11426,248-05 86 AVENUE 11426,FY13,4
M150,02M150,P.S. 150,334 GREENWICH STREET,10013,334 GREENWICH STREET 10013,FY13,4
M185,03M185,P.S. 185 - THE EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL,20 WEST 112 STREET,10026,20 WEST 112 STREET 10026,FY13,4
M325,06M325,P.S. 325,500 WEST 138 STREET,10031,500 WEST 138 STREET 10031,FY15,4
QAPW,30Q700,QUEENSBRIDGE ECDC,38-11 27TH STREET,11101,38-11 27TH STREET 11101,FY14,4
XAOK,09X700,SEVENTH AVENUE CENTER FOR FAMILY SERVICES,1646 MONTGOMERY AVENUE,10453,1646 MONTGOMERY AVENUE 10453,FY14,4
KBFC,23K700,SHIRLEY CHISHOLM CHILD CARE CENTER SITE 4 SOMERS,33 SOMERS STREET,11233,33 SOMERS STREET 11233,FY14,4
KBJU,23K700,SHIRLEY CHISHOLM DAY CARE CENTER SITE 5 ADVENT CENTER,265 SUMPTER STREET,11233,265 SUMPTER STREET 11233,FY14,4
XADO,11X700,ST. FRANCIS XAVIER SCHOOL,1711 HAIGHT AVE,10461,1711 HAIGHT AVE 10461,FY15,4
MAGZ,03M700,ST. GREGORY THE GREAT SCHOOL,138 WEST 90TH STREET,10024,138 WEST 90TH STREET 10024,FY15,4
RAHW,31R700,STATEN ISLAND CHILDREN'S ACADEMY,50 OSAGE LANE,10312,50 OSAGE LANE 10312,FY15,4
K516,15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,4004 4 AVENUE,11232,4004 4 AVENUE 11232,FY15,4
M361,01M361,THE CHILDREN'S WORKSHOP SCHOOL,610 EAST 12 STREET,10009,610 EAST 12 STREET 10009,FY15,4
QBGI,25Q700,TINY FOOTSTEPS,167-01 UNION TURNPIKE,11366,167-01 UNION TURNPIKE 11366,FY14,4
M348,06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,511 WEST 182ND STREET,10033,511 WEST 182ND STREET 10033,FY15,4
X369,07X369,YOUNG LEADERS ELEMENTARY SCHOOL,468 EAST 140 STREET,10454,468 EAST 140 STREET 10454,FY15,4
QAST,24Q700,"ABC PRESCHOOL & KINDERGARTEN CENTER, CORP",66-20 LAUREL HILL BOULEVARD,11377,66-20 LAUREL HILL BOULEVARD 11377,FY15,4.1
KBXL,32K700,ACE INTEGRATION HEAD START,1419-23 BROADWAY,11221,1419-23 BROADWAY 11221,FY14,4.1
KARS,20K700,ACTION NURSERY,1019 46TH STREET,11219,1019 46TH STREET 11219,FY15,4.1
KCJO,17K700,AIM HIGH CHILDRENS SERVICES,83 MARLBOROUGH RD,11226,83 MARLBOROUGH RD 11226,FY15,4.1
QAXC,29Q700,ALL MY CHILDREN DAY CARE (MAYFIELD),17544 MAYFIELD ROAD,11432,17544 MAYFIELD ROAD 11432,FY13,4.1
QARN,28Q700,ALL MY CHILDREN DAY CARE 8,97-30 QUEENS BLVD,11374,97-30 QUEENS BLVD 11374,FY14,4.1
