Site ID,DBN,Site Name,Street Address,City,State,Zip Code,ECERS Most Recent Assessment Year,ECERS Observation Average Score
XALZ,09X700,MID BRONX SENIOR CITIZEN CENTER,100 EAST MOUNT EDEN AVENUE,New York,NY,10452,FY14,3.8
RAFR,31R700,MINI WORLD PRESCHOOL,7516 AMBOY ROAD,New York,NY,10307,FY14,4.2
KCJX,19K700,MOHDC- SMART START,533 BLAKE AVE,New York,NY,11207,FY15,4.2
QBAB,29Q700,"MONA PREP DAY CARE, INC.",24115 NORTH CONDUIT AVENUE,New York,NY,11422,FY13,2.9
XARG,10X700,MONSIGNOR BOYLE,3044 HULL AVENUE,New York,NY,10467,FY15,3.9
QAXN,29Q700,MONTESSORI PROGRESSIVE,19503 LINDEN BOULEVARD,New York,NY,11412,FY14,4.2
MBHV,05M700,MOREAU LMSW CHILDREN & FAMILY SERVICES PC,764 ST. NICHOLAS AVENUE,New York,NY,10031,FY15,3.5
QBJE,26Q700,MORNING STAR PRESCHOOL,47-24 BELL BOULEVARD,New York,NY,11361,FY15,3.8
M375,04M375,MOSAIC PREPARATORY ACADEMY,141 EAST 111 STREET,New York,NY,10029,FY13,2.3
XAMQ,10X700,MOSHOLU MONTEFIORE - VAN CORTLANDT CBECC,3880 SEDGWICK AVENUE,New York,NY,10463,FY14,3.8
QBBQ,25Q700,MOST HOLY REDEEMER CATHOLIC ACADEMY,136-58 41ST AVE,New York,NY,11355,FY15,4.8
X555,09X555,MOUNT EDEN CHILDREN'S ACADEMY,1501 JEROME AVENUE,New York,NY,10452,FY13,3.6
QBGP,24Q700,MOVING UP CHILDREN CENTER,4069 94 STREET,New York,NY,11373,FY14,3.7
QBHL,30Q700,MY LITTLE FOOTPRINTS DAYCARE CORP.,28-34 38TH STREET,New York,NY,11103,FY15,4.6
MBHI,03M700,MY LITTLE LANGUAGE SCHOOL,225 WEST 99TH STREET,New York,NY,10025,FY15,4.3
QARP,28Q700,MYRTLE P. JARMON ECEC,11655 GUY R. BREWER BOULEVARD,New York,NY,11434,FY14,4.9
R009,31R009,NAPLES STREET ELEMENTARY SCHOOL,1055 TARGEE STREET,New York,NY,10304,FY14,4
KBAZ,23K700,NAT AZAROW CHILDREN'S CENTER,232 POWELL STREET,New York,NY,11212,FY13,4.1
XACE,11X700,NATIVITY OF OUR BLESSED LADY,3893 DYRE AVENUE,New York,NY,10466,FY15,4.2
M363,01M363,NEIGHBORHOOD SCHOOL,121 EAST 3 STREET,New York,NY,10009,FY13,4.3
KATZ,21K700,NEPTUNE AVENUE HEAD START,293 NEPTUNE AVENUE,New York,NY,11235,FY15,3.3
K532,17K532,NEW BRIDGES ELEMENTARY,1025 EASTERN PARKWAY,New York,NY,11213,FY15,3.7
KBGU,32K700,NEW LIFE CHILD DEVELOPMENT CENTER 1,295 WOODBINE STREET,New York,NY,11237,FY13,4.3
KBVB,32K700,NEW LIFE CHILD DEVELOPMENT CENTER 2,406 GROVE STREET,New York,NY,11237,FY14,4.5
KBEB,32K700,NEW LIFE CHILD DEVELOPMENT CENTER 4,1307 GREENE AVENUE,New York,NY,11237,FY15,5.2
QBBH,25Q700,"NEW MILESTONE, INCORPORATED",13254 POPLE AVENUE,New York,NY,11355,FY15,4.4
MAYJ,05M700,NEW YORK CENTER FOR CHILD DEVELOPMENT,159 W. 127TH STREET,New York,NY,10027,FY15,4.5
Q306,27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,95-16 89TH AVENUE,New York,NY,11421,FY15,4.2
KCHV,15K700,"NEW YORK CREATIVE CHILDCARE, INC.",5015 6TH AVENUE,New York,NY,11220,FY15,4.2
KAZJ,14K700,NEW YORK LEAGUE FOR EARLY LEARNING,725 LEONARD STREET,New York,NY,11222,FY13,4
MAXT,06M700,NICHOLAS CARDELL DAY CARE CENTER,84 VERMILYEA AVENUE,New York,NY,10034,FY15,4.4
QBBN,24Q700,NOAH'S ARK PROGRESSIVE LEARNING CENTER,6248 MT. OLIVET CRESCENT,New York,NY,11379,FY15,5.3
QAUO,26Q700,NOAH'S ARK PROGRESSIVE LEARNING CENTER,3820 BELL BOULEVARD,New York,NY,11361,FY14,4.9
XAPU,11X700,NORTH BRONX NCNW CDC,4035 WHITE PLAINS ROAD,New York,NY,10466,FY15,2.9
QBJJ,27Q700,NORTH SIDE SCHOOL,85-27 91ST STREET,New York,NY,11421,FY15,3.8
XAHM,10X700,NORTHEAST BRONX DAY CARE CENTER (SUSAN WAGNER),5401 POST ROAD,New York,NY,10471,FY14,3.1
MAXM,06M700,NORTHERN MANHATTAN HEAD START,529 WEST 155 STREET,New York,NY,10032,FY15,4.3
MAWI,04M700,NORTHSIDE CENTER DAY SCHOOL,302-306 EAST 111TH STREET,New York,NY,10029,FY15,4.7
KBLL,13K700,NORTHSIDE CENTER FOR CHILD DEVELOPMENT,44-60 ROCKWELL PLACE,New York,NY,11201,FY14,5
QASJ,28Q700,NORTHSIDE SCHOOL,84-60 PARSONS BLVD,New York,NY,11432,FY15,4.5
XALE,08X700,NP READY SET LEARN,830 FOX STREET,New York,NY,10459,FY15,4.1
KBVC,14K700,NUESTROS NINOS DCC I,384 SOUTH 4TH STREET,New York,NY,11211,FY13,3.9
KBVD,14K700,NUESTROS NINOS DCC III,161 SOUTH 3RD STREET,New York,NY,11211,FY14,3.8
KBPT,20K700,NYL- WILLIAM O'CONNOR,420 95TH STREET,New York,NY,11209,FY14,4.2
KAUK,21K700,NYL/WOC MIDWOOD,1520 EAST 13TH STREET,New York,NY,11230,FY15,4.2
QBHQ,25Q700,OHR OSHER AND YAFFA 75,75-21 MAIN ST,New York,NY,11367,FY15,5.1
QAVO,27Q700,OMEGA PSI PHI FRATERNITY,12310 143RD STREET,New York,NY,11436,FY15,4.7
QAVP,27Q700,ON OUR WAY LEARNING CENTER,264 BEACH 19 STREET,New York,NY,11691,FY14,4.6
MAVN,03M700,OPEN DOOR CCC,820 COLUMBUS AVENUE,New York,NY,10025,FY15,3.2
KBWT,14K700,OUR CHILDREN THE LEADERS OF TOMORROW 1,756 MYRTLE AVENUE,New York,NY,11206,FY14,2.5
KBOA,13K700,OUR CHILDREN'S CENTER,300 JAY STREET ROOM G309,New York,NY,11201,FY15,5.4
QBBE,29Q700,OUR KIDS PLACE COUNTRY DAY,137-25 BROOKVILLE BLVD.,New York,NY,11422,FY15,4.2
XACK,11X700,OUR LADY OF GRACE SCHOOL,3981 BRONXWOOD AVE,New York,NY,10466,FY15,4.1
XACM,10X700,OUR LADY OF MOUNT CARMEL,2465 BATHGATE AVE,New York,NY,10458,FY13,3.1
RABC,31R700,OUR LADY OF MOUNT CARMEL ST. BENEDICTA,285 CLOVE ROAD,New York,NY,10310,FY15,4.6
QADZ,28Q700,OUR SAVIOUR LUTHERAN SCHOOL,6433 WOODHAVEN BOULEVARD,New York,NY,11374,FY13,3.5
KCHQ,22K700,P B CHILDREN'S ACADEMY,4112 AVE D,New York,NY,11203,FY15,4.6
Q062,27Q062,P. S. 62 - CHESTER PARK SCHOOL,97-25 108 STREET,New York,NY,11419,FY15,5
X054,10X054,P.S. / I.S. 54,2703 WEBSTER AVENUE,New York,NY,10458,FY13,3.7
K384,32K384,P.S. /I.S. 384 FRANCES E. CARTER,242 COOPER STREET,New York,NY,11207,FY13,4.3
M001,02M001,P.S. 001 ALFRED E. SMITH,8 HENRY STREET,New York,NY,10038,FY13,4
X001,07X001,P.S. 001 COURTLANDT SCHOOL,335 EAST 152 STREET,New York,NY,10451,FY15,3.3
K001,15K001,P.S. 001 THE BERGEN,309 47 STREET,New York,NY,11220,FY13,4
K003,13K003,P.S. 003 THE BEDFORD VILLAGE,50 JEFFERSON AVENUE,New York,NY,11216,FY15,3.9
R003,31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,80 SOUTH GOFF AVENUE,New York,NY,10309,FY15,4.3
R004,31R004,P.S. 004 MAURICE WOLLIN,200 NEDRA LANE,New York,NY,10312,FY13,2.5
K005,16K005,P.S. 005 DR. RONALD MCNAIR,820 HANCOCK STREET,New York,NY,11233,FY15,3.4
M005,06M005,P.S. 005 ELLEN LURIE,3703 TENTH AVENUE,New York,NY,10034,FY15,3.3
M007,04M007,P.S. 007 SAMUEL STERN,160 EAST 120 STREET,New York,NY,10035,FY13,4.1
M008,06M008,P.S. 008 LUIS BELLIARD,465 WEST 167 STREET,New York,NY,10032,FY15,4.1
K009,13K009,P.S. 009 TEUNIS G. BERGEN,80 UNDERHILL AVENUE,New York,NY,11238,FY13,4.8
K011,13K011,P.S. 011 PURVIS J. BEHAN,419 WAVERLY AVENUE,New York,NY,11238,FY13,5.5
M011,02M011,P.S. 011 WILLIAM T. HARRIS,320 WEST 21 STREET,New York,NY,10011,FY13,2.5
K013,19K013,P.S. 013 ROBERTO CLEMENTE,557 PENNSYLVANIA AVENUE,New York,NY,11207,FY13,4.2
K015,15K015,P.S. 015 PATRICK F. DALY,71 SULLIVAN STREET,New York,NY,11231,FY13,4.3
M015,01M015,P.S. 015 ROBERTO CLEMENTE,333 EAST 4 STREET,New York,NY,10009,FY13,3.2
R016,31R016,P.S. 016 JOHN J. DRISCOLL,80 MONROE AVENUE,New York,NY,10301,FY13,2.7
K016,14K016,P.S. 016 LEONARD DUNKLY,157 WILSON STREET,New York,NY,11211,FY13,4.2
X016,11X016,P.S. 016 WAKEFIELD,4550 CARPENTER AVENUE,New York,NY,10470,FY13,2.4
K017,14K017,P.S. 017 HENRY D. WOODWORTH,208 NORTH 5 STREET,New York,NY,11211,FY15,2.3
K018,14K018,P.S. 018 EDWARD BUSH,101 MAUJER STREET,New York,NY,11206,FY13,3.9
X018,07X018,P.S. 018 JOHN PETER ZENGER,502 MORRIS AVENUE,New York,NY,10451,FY15,2
Q020,25Q020,P.S. 020 JOHN BOWNE,142-30 BARCLAY AVENUE,New York,NY,11355,FY15,3.6
K021,16K021,P.S. 021 CRISPUS ATTUCKS,180 CHAUNCEY STREET,New York,NY,11233,FY13,2.6
Q021,25Q021,P.S. 021 EDWARD HART,147-36 26 AVENUE,New York,NY,11354,FY13,3.9
K023,14K023,P.S. 023 CARTER G. WOODSON,545 WILLOUGHBY AVENUE,New York,NY,11206,FY13,3.7
K024,15K024,P.S. 024,427 38 STREET,New York,NY,11232,FY15,3.8
X025,07X025,P.S. 025 BILINGUAL SCHOOL,811 EAST 149 STREET,New York,NY,10455,FY13,3.4
K025,16K025,P.S. 025 EUBIE BLAKE SCHOOL,787 LAFAYETTE AVENUE,New York,NY,11221,FY13,2.3
K026,16K026,P.S. 026 JESSE OWENS,1014 LAFAYETTE AVENUE,New York,NY,11221,FY13,2.5
X028,09X028,P.S. 028 MOUNT HOPE,1861 ANTHONY AVENUE,New York,NY,10457,FY13,1.6
M028,06M028,P.S. 028 WRIGHT BROTHERS,475 WEST 155 STREET,New York,NY,10032,FY13,4.2
K029,15K029,P.S. 029 JOHN M. HARRIGAN,425 HENRY STREET,New York,NY,11201,FY15,3.5
R030,31R030,P.S. 030 WESTERLEIGH,200 WARDWELL AVENUE,New York,NY,10314,FY13,2.1
X030,07X030,P.S. 030 WILTON,510 EAST 141 STREET,New York,NY,10454,FY13,3
Q031,26Q031,P.S. 031 BAYSIDE,211-45 46 ROAD,New York,NY,11361,FY13,4.1
K031,14K031,P.S. 031 SAMUEL F. DUPONT,75 MESEROLE AVENUE,New York,NY,11222,FY13,2.6
R031,31R031,P.S. 031 WILLIAM T. DAVIS,55 LAYTON AVENUE,New York,NY,10301,FY13,2.2
K032,15K032,P.S. 032 SAMUELS MILLS SPROLE,317 HOYT STREET,New York,NY,11231,FY15,4.6
M033,02M033,P.S. 033 CHELSEA PREP,281 9 AVENUE,New York,NY,10001,FY13,4.8
X033,10X033,P.S. 033 TIMOTHY DWIGHT,2424 JEROME AVENUE,New York,NY,10468,FY13,2.1
M034,01M034,P.S. 034 FRANKLIN D. ROOSEVELT,730 EAST 12 STREET,New York,NY,10009,FY13,3.3
K034,14K034,P.S. 034 OLIVER H. PERRY,131 NORMAN AVENUE,New York,NY,11222,FY13,4.9
Q035,29Q035,P.S. 035 NATHANIEL WOODHULL,191-02 90 AVENUE,New York,NY,11423,FY13,4
R036,31R036,P.S. 036 J. C. DRUMGOOLE,255 IONIA AVENUE,New York,NY,10312,FY15,4.7
M036,05M036,P.S. 036 MARGARET DOUGLAS,123 MORNINGSIDE DRIVE,New York,NY,10027,FY13,2.1
X036,08X036,P.S. 036 UNIONPORT,1070 CASTLE HILL AVENUE,New York,NY,10472,FY13,4.1
R038,31R038,P.S. 038 GEORGE CROMWELL,421 LINCOLN AVENUE,New York,NY,10306,FY13,2.8
K038,15K038,P.S. 038 THE PACIFIC,450 PACIFIC STREET,New York,NY,11217,FY13,2.6
K039,15K039,P.S. 039 HENRY BRISTOW,417 6 AVENUE,New York,NY,11215,FY13,4.6
M040,02M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,319 EAST 19 STREET,New York,NY,10003,FY15,4.7
K040,16K040,P.S. 040 GEORGE W. CARVER,265 RALPH AVENUE,New York,NY,11233,FY13,3.9
Q040,28Q040,P.S. 040 SAMUEL HUNTINGTON,109-20 UNION HALL STREET,New York,NY,11433,FY15,1.9
R041,31R041,P.S. 041 NEW DORP,216 CLAWSON STREET,New York,NY,10306,FY13,2.9
M042,02M042,P.S. 042 BENJAMIN ALTMAN,71 HESTER STREET,New York,NY,10002,FY15,4.4
X042,09X042,P.S. 042 CLAREMONT,1537 WASHINGTON AVENUE,New York,NY,10457,FY13,1.6
R042,31R042,P.S. 042 ELTINGVILLE,380 GENESEE AVENUE,New York,NY,10312,FY13,4.2
X044,12X044,P.S. 044 DAVID C. FARRAGUT,1825 PROSPECT AVENUE,New York,NY,10457,FY13,2.3
R044,31R044,P.S. 044 THOMAS C. BROWN,80 MAPLE PARKWAY,New York,NY,10303,FY15,3.7
Q045,27Q045,P.S. 045 CLARENCE WITHERSPOON,126-28 150 STREET,New York,NY,11436,FY15,3.9
K045,32K045,P.S. 045 HORACE E. GREENE,84 SCHAEFER STREET,New York,NY,11207,FY15,3.6
R045,31R045,P.S. 045 JOHN TYLER,58 LAWRENCE AVENUE,New York,NY,10310,FY15,4.6
M046,05M046,P.S. 046 ARTHUR TAPPAN,2987 FREDERICK DGLS BLVD,New York,NY,10039,FY13,2.7
K046,13K046,P.S. 046 EDWARD C. BLUM,100 CLERMONT AVENUE,New York,NY,11205,FY13,4.1
Q048,28Q048,P.S. 048 WILLIAM WORDSWORTH,108-29 155 STREET,New York,NY,11433,FY15,5
X049,07X049,P.S. 049 WILLIS AVENUE,383 EAST 139 STREET,New York,NY,10454,FY13,3
R050,31R050,P.S. 050 FRANK HANKINSON,200 ADELAIDE AVENUE,New York,NY,10306,FY13,4.4
Q050,28Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,143-26 101 AVENUE,New York,NY,11435,FY15,2.3
X051,10X051,P.S. 051 BRONX NEW SCHOOL,695 EAST 182ND STREET,New York,NY,10457,FY15,3.9
M051,02M051,P.S. 051 ELIAS HOWE,525 WEST 44TH STREET,New York,NY,10036,FY14,3.8
Q052,29Q052,P.S. 052 QUEENS,178-37 146 TERRACE,New York,NY,11434,FY13,3.8
K052,22K052,P.S. 052 SHEEPSHEAD BAY,2675 EAST 29 STREET,New York,NY,11235,FY15,2.7
X053,09X053,P.S. 053 BASHEER QUISIM,360 EAST 168 STREET,New York,NY,10456,FY13,3.9
R054,31R054,P.S. 054 CHARLES W. LENG,1060 WILLOWBROOK ROAD,New York,NY,10314,FY13,3.8
X055,09X055,P.S. 055 BENJAMIN FRANKLIN,450 SAINT PAUL'S PLACE,New York,NY,10456,FY15,4
K056,13K056,P.S. 056 LEWIS H. LATIMER,170 GATES AVENUE,New York,NY,11238,FY15,3.9
R057,31R057,P.S. 057 HUBERT H. HUMPHREY,140 PALMA DRIVE,New York,NY,10304,FY13,2.6
X058,09X058,P.S. 058,459 EAST 176 STREET,New York,NY,10457,FY15,3.8
K058,15K058,P.S. 058 THE CARROLL,330 SMITH STREET,New York,NY,11231,FY13,3.8
X059,10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,2185 BATHGATE AVENUE,New York,NY,10457,FY13,3.4
R059,31R059,P.S. 059 THE HARBOR VIEW SCHOOL,300 RICHMOND TERRACE,New York,NY,10301,FY14,4.5
K059,14K059,P.S. 059 WILLIAM FLOYD,211 THROOP AVENUE,New York,NY,11206,FY13,3.9
X062,08X062,P.S. 062 INOCENSIO CASANOVA,660 FOX STREET,New York,NY,10455,FY13,2.6
X063,09X063,P.S. 063 AUTHOR'S ACADEMY,1260 FRANKLIN AVENUE,New York,NY,10456,FY15,3.5
Q063,27Q063,P.S. 063 OLD SOUTH,90-15 SUTTER AVENUE,New York,NY,11417,FY15,4.7
M064,01M064,P.S. 064 ROBERT SIMON,600 EAST 6 STREET,New York,NY,10009,FY15,3
X065,07X065,P.S. 065 MOTHER HALE ACADEMY,677 EAST 141 STREET,New York,NY,10454,FY15,2
Q066,27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,85-11 102 STREET,New York,NY,11418,FY13,4.3
X066,12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,1001 JENNINGS STREET,New York,NY,10460,FY15,4.6
K067,13K067,P.S. 067 CHARLES A. DORSEY,51 SAINT EDWARDS STREET,New York,NY,11205,FY15,3.9
X067,12X067,P.S. 067 MOHEGAN SCHOOL,2024 MOHEGAN AVENUE,New York,NY,10460,FY13,2.4
R069,31R069,P.S. 069 DANIEL D. TOMPKINS,144 KEATING PLACE,New York,NY,10314,FY15,3.8
X072,08X072,P.S. 072 DR. WILLIAM DORNEY,2951 DEWEY AVENUE,New York,NY,10465,FY15,3.4
X073,09X073,P.S. 073 BRONX,1020 ANDERSON AVENUE,New York,NY,10452,FY15,3.6
Q078,30Q078,P.S. 078,48-09 CENTER BOULEVARD,New York,NY,11109,FY15,5.1
X078,11X078,P.S. 078 ANNE HUTCHINSON,1400 NEEDHAM AVENUE,New York,NY,10469,FY15,4
Q080,28Q080,P.S. 080 THURGOOD MARSHALL MAGNET,171-05 137 AVENUE,New York,NY,11434,FY15,4.9
K081,16K081,P.S. 081 THADDEUS STEVENS,990 DEKALB AVENUE,New York,NY,11221,FY13,3.6
M083,04M083,P.S. 083 LUIS MUNOZ RIVERA,219 EAST 109 STREET,New York,NY,10029,FY13,3
K084,14K084,P.S. 084 JOSE DE DIEGO,250 BERRY STREET,New York,NY,11211,FY15,2.5
M084,03M084,P.S. 084 LILLIAN WEBER,32 WEST 92 STREET,New York,NY,10025,FY13,3.9
Q084,30Q084,P.S. 084 STEINWAY,22-45 41 STREET,New York,NY,11105,FY13,3.8
M087,03M087,P.S. 087 WILLIAM SHERMAN,160 WEST 78 STREET,New York,NY,10024,FY15,2.9
Q088,24Q088,P.S. 088 SENECA,60-85 CATALPA AVENUE,New York,NY,11385,FY15,5.4
X089,11X089,P.S. 089 BRONX,980 MACE AVENUE,New York,NY,10469,FY13,3.9
Q091,24Q091,P.S. 091 RICHARD ARKWRIGHT,68-10 CENTRAL AVE,New York,NY,11385,FY14,5.2
K092,17K092,P.S. 092 ADRIAN HEGEMAN,601 PARKSIDE AVENUE,New York,NY,11226,FY15,3.2
X092,12X092,P.S. 092 BRONX,700 EAST 179 STREET,New York,NY,10457,FY15,3.2
M092,05M092,P.S. 092 MARY MCLEOD BETHUNE,222 WEST 134 STREET,New York,NY,10030,FY15,2.8
K093,13K093,P.S. 093 WILLIAM H. PRESCOTT,31 NEW YORK AVENUE,New York,NY,11216,FY13,3.6
Q096,27Q096,P.S. 096,130-01 ROCKAWAY BOULEVARD,New York,NY,11420,FY15,4.4
M096,04M096,P.S. 096 JOSEPH LANZETTA,216 EAST 120 STREET,New York,NY,10035,FY13,2.5
Q097,27Q097,P.S. 097 FOREST PARK,85-52 85 STREET,New York,NY,11421,FY15,4.6
M098,06M098,P.S. 098 SHORAC KAPPOCK,512 WEST 212 STREET,New York,NY,10034,FY15,4.4
K100,21K100,P.S. 100 THE CONEY ISLAND SCHOOL,2951 WEST 3 STREET,New York,NY,11224,FY13,3.9
Q101,28Q101,P.S. 101 SCHOOL IN THE GARDENS,2 RUSSELL PLACE,New York,NY,11375,FY13,4.8
M102,04M102,P.S. 102 JACQUES CARTIER,315 EAST 113 STREET,New York,NY,10029,FY13,3.2
Q104,27Q104,P.S. 104 THE BAYS WATER,26-01 MOTT AVENUE,New York,NY,11691,FY15,5.1
Q106,27Q106,P.S. 106,180 BEACH 35 STREET,New York,NY,11691,FY14,3.2
K106,32K106,P.S. 106 EDWARD EVERETT HALE,1328 PUTNAM AVENUE,New York,NY,11221,FY13,4
X107,08X107,P.S. 107,1695 SEWARD AVENUE,New York,NY,10473,FY15,4.1
Q107,25Q107,P.S. 107 THOMAS A DOOLEY,167-02 45 AVENUE,New York,NY,11358,FY15,5
M108,04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,1615 MADISON AVENUE,New York,NY,10029,FY13,3
K109,22K109,P.S. 109,1001 EAST 45 STREET,New York,NY,11203,FY15,5.3
R011,31R011,P.S. 11 THOMAS DONGAN SCHOOL,50 JEFFERSON STREET,New York,NY,10304,FY15,3.9
M110,01M110,P.S. 110 FLORENCE NIGHTINGALE,285 DELANCY STREET,New York,NY,10002,FY13,3.2
K110,14K110,P.S. 110 THE MONITOR,124 MONITOR STREET,New York,NY,11222,FY13,4.2
X110,09X110,P.S. 110 THEODORE SCHOENFELD,580 CROTONA PARK SOUTH,New York,NY,10456,FY13,2.4
Q111,30Q111,P.S. 111 JACOB BLACKWELL,37-15 13 STREET,New York,NY,11101,FY15,5.6
X111,11X111,P.S. 111 SETON FALLS,3740 BAYCHESTER AVENUE,New York,NY,10466,FY15,2.8
Q112,30Q112,P.S. 112 DUTCH KILLS,25-05 37 AVENUE,New York,NY,11101,FY14,4.8
K114,18K114,P.S. 114 RYDER ELEMENTARY,1077 REMSEN AVENUE,New York,NY,11236,FY15,3.9
M115,06M115,P.S. 115 ALEXANDER HUMBOLDT,586 WEST 177 STREET,New York,NY,10033,FY13,2.4
K115,18K115,P.S. 115 DANIEL MUCATEL SCHOOL,1500 EAST 92 STREET,New York,NY,11236,FY15,2.7
Q115,26Q115,P.S. 115 GLEN OAKS,80-51 261 STREET,New York,NY,11004,FY13,3.3
M116,02M116,P.S. 116 MARY LINDLEY MURRAY,210 EAST 33 STREET,New York,NY,10016,FY15,3.8
Q117,28Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL,85-15 143 STREET,New York,NY,11435,FY15,5.6
K118,15K118,P.S. 118 MAURICE SENDAK SCHOOL,211 8TH STREET,New York,NY,11215,FY14,3.5
K119,22K119,P.S. 119 AMERSFORT,3829 AVENUE K,New York,NY,11210,FY15,3.8
Q120,25Q120,P.S. 120 QUEENS,58-01 136 STREET,New York,NY,11355,FY15,3.9
K121,21K121,P.S. 121 NELSON A. ROCKEFELLER,5301 20 AVENUE,New York,NY,11204,FY15,3.3
X121,11X121,P.S. 121 THROOP,2750 THROOP AVENUE,New York,NY,10469,FY15,2.9
Q122,30Q122,P.S. 122 MAMIE FAY,21-21 DITMARS BOULEVARD,New York,NY,11105,FY13,4.8
Q123,27Q123,P.S. 123,145-01 119 AVENUE,New York,NY,11436,FY15,3
K123,32K123,P.S. 123 SUYDAM,100 IRVING AVENUE,New York,NY,11237,FY14,5.6
X126,09X126,P.S. 126 DR MARJORIE H DUNBAR,175 WEST 166 STREET,New York,NY,10452,FY15,2.9
M126,02M126,P.S. 126 JACOB AUGUST RIIS,80 CATHERINE STREET,New York,NY,10038,FY15,3.8
M128,06M128,P.S. 128 AUDUBON,560 WEST 169 STREET,New York,NY,10032,FY13,4
X130,08X130,P.S. 130 ABRAM STEVENS HEWITT,750 PROSPECT AVENUE,New York,NY,10455,FY13,4.5
K130,15K130,P.S. 130 THE PARKSIDE,70 OCEAN PARKWAY,New York,NY,11218,FY13,5.3
Q132,29Q132,P.S. 132 RALPH BUNCHE,132-15 218 STREET,New York,NY,11413,FY15,3.6
K132,14K132,P.S. 132 THE CONSELYEA SCHOOL,320 MANHATTAN AVENUE,New York,NY,11211,FY15,4.3
M133,05M133,P.S. 133 FRED R MOORE,2121 5 AVENUE,New York,NY,10037,FY13,4.6
Q133,26Q133,P.S. 133 QUEENS,248-05 86 AVENUE,New York,NY,11426,FY13,4
K133,13K133,P.S. 133 WILLIAM A. BUTLER,610 BALTIC STREET,New York,NY,11217,FY13,4.5
X134,12X134,P.S. 134 GEORGE F. BRISTOW,1330 BRISTOW STREET,New York,NY,10459,FY13,2.1
M134,01M134,P.S. 134 HENRIETTA SZOLD,293 EAST BROADWAY,New York,NY,10002,FY15,2.9
Q134,29Q134,P.S. 134 HOLLIS,203-02 109 AVENUE,New York,NY,11412,FY15,4.1
K135,18K135,P.S. 135 SHELDON A. BROOKNER,684 LINDEN BOULEVARD,New York,NY,11203,FY15,4.1
Q136,29Q136,P.S. 136 ROY WILKINS,201-15 115 AVENUE,New York,NY,11412,FY15,5.4
M137,01M137,P.S. 137 JOHN L. BERNSTEIN,293 EAST BROADWAY,New York,NY,10002,FY13,3.5
K138,17K138,P.S. 138 BROOKLYN,760 PROSPECT PLACE,New York,NY,11216,FY13,3.4
X138,08X138,P.S. 138 SAMUEL RANDALL,2060 LAFAYETTE AVENUE,New York,NY,10473,FY13,3.5
K139,22K139,P.S. 139 ALEXINE A. FENTY,330 RUGBY ROAD,New York,NY,11226,FY15,3.1
M140,01M140,P.S. 140 NATHAN STRAUS,123 RIDGE STREET,New York,NY,10002,FY13,2.9
M142,01M142,P.S. 142 AMALIA CASTRO,100 ATTORNEY STREET,New York,NY,10002,FY13,3.9
Q144,28Q144,P.S. 144 COL JEROMUS REMSEN,93-02 69 AVENUE,New York,NY,11375,FY15,4.5
K145,32K145,P.S. 145 ANDREW JACKSON,100 NOLL STREET,New York,NY,11206,FY13,4.2
M145,03M145,"P.S. 145, THE BLOOMINGDALE SCHOOL",150 WEST 105 STREET,New York,NY,10025,FY15,3
K146,15K146,P.S. 146,610 HENRY STREET,New York,NY,11231,FY15,3.7
X146,08X146,P.S. 146 EDWARD COLLINS,968 CAULDWELL AVENUE,New York,NY,10456,FY15,3.3
K147,14K147,P.S. 147 ISAAC REMSEN,325 BUSHWICK AVENUE,New York,NY,11206,FY13,4.1
Q148,30Q148,P.S. 148 QUEENS,89-02 32 AVENUE,New York,NY,11369,FY13,3.4
K149,19K149,P.S. 149 DANNY KAYE,700 SUTTER AVENUE,New York,NY,11207,FY13,4.8
M149,03M149,P.S. 149 SOJOURNER TRUTH,41 WEST 117 STREET,New York,NY,10026,FY13,2.8
M150,02M150,P.S. 150,334 GREENWICH STREET,New York,NY,10013,FY13,4
X150,12X150,P.S. 150 CHARLES JAMES FOX,920 EAST 167 STREET,New York,NY,10459,FY13,2.6
Q151,30Q151,P.S. 151 MARY D. CARTER,50-05 31 AVENUE,New York,NY,11377,FY15,3.4
X152,08X152,P.S. 152 EVERGREEN,1007 EVERGREEN AVENUE,New York,NY,10472,FY13,3.2
M153,06M153,P.S. 153 ADAM CLAYTON POWELL,1750 AMSTERDAM AVENUE,New York,NY,10031,FY15,4.1
M154,05M154,P.S. 154 HARRIET TUBMAN,250 WEST 127 STREET,New York,NY,10027,FY15,2.1
X154,07X154,P.S. 154 JONATHAN D. HYATT,333 EAST 135 STREET,New York,NY,10454,FY15,3.5
Q154,25Q154,P.S. 154 QUEENS,75-02 162 STREET,New York,NY,11366,FY15,5.1
Q155,27Q155,P.S. 155,130-02 115 AVENUE,New York,NY,11420,FY13,3.1
M155,04M155,P.S. 155 WILLIAM PACA,319 EAST 117 STREET,New York,NY,10035,FY15,2.3
